player,season,team,position,gp,mpg,usage,structural_influence,influence_residual,usage_percentile,influence_percentile,role_classification,canonical_archetype,influence_cv
J. Jackson Jr.,2022-23,MEM,F-C,63.0,28.4,0.243,0.0064933547865233,-0.024809300334155317,80.73593073593074,37.77056277056277,TERMINAL SCORER,TERMINAL SCORER,0.823062228226462
J. Williams,2024-25,OKC,G-F,69.0,32.4,0.27,0.006428710423055,-0.005115687432788965,89.44805194805194,37.5,TERMINAL SCORER,TERMINAL SCORER,1.5734206245879176
J. Jaquez Jr.,2024-25,MIA,G,66.0,20.7,0.194,0.0063244690438403,-0.011499449872395815,58.98268398268398,37.01298701298701,TERMINAL SCORER,,0.3982415377086367
K. George,2023-24,UTA,G,75.0,27.0,0.224,0.0061567264856352,-0.024399893509884453,72.94372294372295,36.14718614718615,TERMINAL SCORER,,1.0469084678413425
D. Avdija,2024-25,POR,F,72.0,30.0,0.228,0.0061564208396549,-0.03139138146653961,74.40476190476191,36.038961038961034,TERMINAL SCORER,,1.3386835277359643
C. Holmgren,2023-24,OKC,C-F,82.0,29.4,0.21,0.0060235654390348,-0.030606102016378412,67.8030303030303,35.714285714285715,TERMINAL SCORER,,1.3752500814620463
I. Quickley,2024-25,TOR,G,33.0,27.8,0.246,0.0060093486429042,-0.0093041892715486,81.43939393939394,35.4978354978355,TERMINAL SCORER,TERMINAL SCORER,0.505534054732626
J. Clarkson,2022-23,UTA,G,61.0,32.6,0.273,0.0059370843711271,-0.0332976891264246,90.80086580086581,35.28138528138528,TERMINAL SCORER,TERMINAL SCORER,0.5419272680131105
K. Johnson,2024-25,SAS,F-G,77.0,23.9,0.207,0.0059320531526927,-0.019160623717990613,66.17965367965368,35.17316017316017,TERMINAL SCORER,,0.40363193417519155
J. Ivey,2024-25,DET,G,30.0,29.9,0.256,0.0059043414234667,-0.009711251431974986,84.95670995670996,35.064935064935064,TERMINAL SCORER,TERMINAL SCORER,0.5407001716710285
K. Oubre Jr.,2024-25,PHI,F-G,60.0,34.6,0.186,0.0058810964012888,-0.020378519064295504,54.38311688311688,34.74025974025974,TERMINAL SCORER,,0.5467390084907661
K. Huerter,2022-23,SAC,G-F,75.0,29.4,0.197,0.0058300509692583,-0.024350866518194007,61.038961038961034,34.41558441558442,TERMINAL SCORER,,0.44307239780167473
D. Banton,2024-25,POR,F,67.0,16.7,0.237,0.0058081388046917,-0.011344701835339699,78.57142857142857,34.090909090909086,TERMINAL SCORER,TERMINAL SCORER,1.0342352046656442
J. Nwora,2022-23,IND,F,62.0,19.2,0.187,0.0057602345623885,-0.00629379204784343,55.35714285714286,33.874458874458874,TERMINAL SCORER,,0.5851126034931392
N. Powell,2023-24,LAC,G,76.0,26.2,0.193,0.0057312392468316,-0.023313589588098874,58.549783549783555,33.549783549783555,TERMINAL SCORER,,0.797116093021199
B. Boston,2024-25,NOP,G,42.0,23.6,0.199,0.0055814793209643,-0.008432030108539108,62.01298701298701,32.683982683982684,TERMINAL SCORER,,0.2130411561990977
J. Alvarado,2024-25,NOP,G,56.0,24.4,0.193,0.0055175195134966,-0.011287695429526194,58.549783549783555,32.57575757575758,TERMINAL SCORER,,0.7578186368171598
K. Leonard,2024-25,LAC,F,37.0,31.9,0.28,0.0055012816474723,-0.01593853375633232,92.09956709956711,32.35930735930736,TERMINAL SCORER,TERMINAL SCORER,0.5975398480627494
O. Toppin,2022-23,NYK,F,67.0,15.7,0.187,0.005481018506658,-0.0089018399161932,55.35714285714286,32.25108225108225,TERMINAL SCORER,,0.757317505691322
M. Beasley,2022-23,LAL,G,81.0,25.8,0.207,0.0053321451404924,-0.006715898650124668,66.17965367965368,31.818181818181817,TERMINAL SCORER,,0.6880762725914273
R. Westbrook,2023-24,LAC,G,68.0,22.5,0.239,0.0052501544078283,-0.017872219139534882,79.70779220779221,31.493506493506494,TERMINAL SCORER,TERMINAL SCORER,0.8178991319469495
C. LeVert,2023-24,CLE,G,68.0,28.8,0.224,0.005218743492642,-0.026520127711003795,72.94372294372295,31.38528138528138,TERMINAL SCORER,,0.5772200812256689
T. Murphy III,2024-25,NOP,F,53.0,35.0,0.229,0.005155203017124,-0.02916354851505913,74.78354978354979,31.16883116883117,TERMINAL SCORER,,1.0948034051080484
A. Wiggins,2024-25,MIA,F,60.0,30.7,0.238,0.0051400522591837,-0.007006060704108048,79.11255411255411,30.844155844155846,TERMINAL SCORER,TERMINAL SCORER,0.3179293823971313
S. Sharpe,2022-23,POR,G,80.0,22.2,0.186,0.0050567625610061,-0.015278186305764668,54.38311688311688,30.303030303030305,TERMINAL SCORER,,0.37286696714148315
J. Nurkić,2024-25,CHA,C,51.0,20.8,0.202,0.0050411118996767,-0.006557067202481391,64.06926406926407,30.1948051948052,TERMINAL SCORER,,0.7877415297233742
K. Love,2023-24,MIA,F-C,55.0,16.8,0.21,0.0050314936736557,-0.008319660969945544,67.8030303030303,29.87012987012987,TERMINAL SCORER,,0.6238322658503522
P. Washington,2023-24,DAL,F,73.0,30.4,0.185,0.0049958077979773,-0.0075772144776038025,53.30086580086581,29.761904761904763,TERMINAL SCORER,,0.19973151520554122
B. Sensabaugh,2023-24,UTA,F,32.0,18.3,0.201,0.0049910884783587,-0.006689173719683792,63.25757575757576,29.653679653679653,TERMINAL SCORER,,0.518908623332891
S. Henderson,2024-25,POR,G,66.0,26.7,0.22,0.0049698010797716,-0.020659503649093816,71.04978354978356,29.43722943722944,TERMINAL SCORER,,1.0945900367214474
J. Giddey,2023-24,OKC,G,80.0,25.1,0.223,0.0049045854273025,-0.02670524428796249,72.34848484848484,28.8961038961039,TERMINAL SCORER,,1.048590802099995
D. Hunter,2024-25,CLE,F-G,64.0,27.2,0.221,0.0048926297061133,-0.007357859169278068,71.5909090909091,28.57142857142857,TERMINAL SCORER,,0.6572737663694291
D. Russell,2024-25,BKN,G,58.0,25.5,0.228,0.0048900647202247,-0.008459458922121535,74.40476190476191,28.354978354978357,TERMINAL SCORER,,1.0222667228410316
A. Reeves,2024-25,NOP,G,44.0,15.0,0.183,0.0048215803267421,-0.007157935960048093,51.67748917748918,28.030303030303028,TERMINAL SCORER,,
N. Marshall,2024-25,DAL,F,69.0,27.8,0.197,0.004785294874896,-0.02061965008058899,61.038961038961034,27.5974025974026,TERMINAL SCORER,,0.6289896532817717
T. Rozier,2023-24,MIA,G,61.0,33.4,0.253,0.0047626021320829,-0.010547882762769837,83.98268398268398,27.164502164502164,TERMINAL SCORER,TERMINAL SCORER,0.6858441842951816
C. Johnson,2022-23,BKN,F,42.0,28.6,0.202,0.0047155941971662,-0.008367429609323254,64.06926406926407,26.731601731601735,TERMINAL SCORER,,1.0331013597847505
K. Porziņģis,2024-25,BOS,F-C,42.0,28.8,0.253,0.0046999618739865,-0.01521598516535777,83.98268398268398,26.406926406926406,TERMINAL SCORER,TERMINAL SCORER,0.7649488042206118
Q. Grimes,2024-25,PHI,G,75.0,26.8,0.218,0.0046984870941585,-0.011086789278164684,70.23809523809523,26.2987012987013,TERMINAL SCORER,,0.23797608822773242
C. Whitmore,2024-25,HOU,F,51.0,16.2,0.231,0.0046879202469675,-0.009272487829596176,75.86580086580086,26.190476190476193,TERMINAL SCORER,TERMINAL SCORER,0.4166169259738241
R. Hachimura,2022-23,LAL,F,63.0,23.3,0.194,0.0046825837413888,-0.007266550008311133,58.98268398268398,26.082251082251084,TERMINAL SCORER,,0.47426230490163
A. Wiggins,2022-23,GSW,F,37.0,32.2,0.212,0.0046658153855569,-0.01210512849642512,68.77705627705627,25.757575757575758,TERMINAL SCORER,,0.3179293823971313
Q. Post,2024-25,GSW,C,42.0,16.3,0.197,0.0046618621380457,-0.0074487525969516724,61.038961038961034,25.649350649350648,TERMINAL SCORER,,0.019992181571957323
A. Wiggins,2024-25,OKC,G,76.0,22.9,0.2,0.0046171420681614,-0.019036592887393754,62.5,25.324675324675322,TERMINAL SCORER,,0.3179293823971313
J. Goodwin,2023-24,MEM,G,57.0,18.5,0.182,0.0045843478540131,-0.00673440109495566,50.91991341991342,25.0,TERMINAL SCORER,,0.560431854767926
J. Ivey,2023-24,DET,G,77.0,28.8,0.244,0.0045595756013092,-0.038867806104177276,81.06060606060606,24.675324675324674,TERMINAL SCORER,TERMINAL SCORER,0.5407001716710285
J. Hawkins,2023-24,NOP,G,67.0,17.3,0.188,0.0045317403118405,-0.010867879607511333,56.11471861471862,24.458874458874458,TERMINAL SCORER,,0.6219480361846321
R. Jackson,2022-23,DEN,G,68.0,24.4,0.205,0.0045212664368474,-0.006680076580709064,65.5844155844156,24.242424242424242,TERMINAL SCORER,,1.2820015167963432
J. Valančiūnas,2024-25,SAC,C,81.0,18.8,0.222,0.0045137765516429,-0.0068808812291585916,71.9155844155844,24.134199134199132,TERMINAL SCORER,,0.7687920238163478
B. Bogdanović,2022-23,ATL,G,54.0,27.9,0.196,0.0045077015343691,-0.014042598955035276,60.443722943722946,24.025974025974026,TERMINAL SCORER,,0.6496409257979296
M. Buzelis,2024-25,CHI,F,80.0,18.9,0.181,0.0044992101138483,-0.01350502371451745,50.21645021645021,23.809523809523807,TERMINAL SCORER,,0.3012507257956042
T. Bryant,2022-23,DEN,C-F,59.0,18.3,0.181,0.0044697122839444,-0.0067167407738139475,50.21645021645021,23.593073593073594,TERMINAL SCORER,,0.8111959272787281
J. Green,2024-25,HOU,F,82.0,32.9,0.267,0.0044689412574466,-0.006710481831577508,88.14935064935064,23.484848484848484,TERMINAL SCORER,TERMINAL SCORER,1.356105897210686
J. Johnson,2023-24,ATL,F,56.0,33.7,0.184,0.0044534834781057,-0.01849990733307904,52.435064935064936,23.376623376623375,TERMINAL SCORER,,0.5703408065393223
V. Oladipo,2022-23,MIA,G,42.0,26.3,0.204,0.004448991588024,-0.010877455950946822,65.15151515151516,23.26839826839827,TERMINAL SCORER,,
M. Monk,2023-24,SAC,G,72.0,26.0,0.247,0.0044032700913352,-0.030730823398787344,81.87229437229438,22.61904761904762,TERMINAL SCORER,TERMINAL SCORER,0.6291364043354154
K. Hayes,2022-23,DET,G,76.0,28.3,0.201,0.0043768246717585,-0.02561505890749507,63.25757575757576,22.51082251082251,TERMINAL SCORER,,0.5421918259934803
Z. Risacher,2024-25,ATL,F,75.0,24.6,0.203,0.0043571746789935,-0.021109897569400578,64.66450216450217,22.4025974025974,TERMINAL SCORER,,0.32948253552700996
D. White,2024-25,BOS,G,76.0,33.9,0.195,0.0043504944303971,-0.03274377241747145,59.68614718614719,22.294372294372295,TERMINAL SCORER,,0.5402254200867934
K. Porter Jr.,2024-25,MIL,G-F,75.0,19.8,0.248,0.0043500682108744,-0.007943346903021859,82.3051948051948,22.18614718614719,TERMINAL SCORER,TERMINAL SCORER,1.0292647751453674
B. Mathurin,2023-24,IND,G-F,59.0,26.1,0.226,0.0043400647844563,-0.019519259308268932,73.91774891774891,22.07792207792208,TERMINAL SCORER,,0.9550548940297201
M. Fultz,2023-24,ORL,G,43.0,21.2,0.182,0.0043274359391048,-0.00878861938602049,50.91991341991342,21.96969696969697,TERMINAL SCORER,,1.32356405807253
J. Kuminga,2024-25,GSW,F,47.0,24.3,0.271,0.0042858863729381,-0.015051119881061076,89.93506493506493,21.645021645021643,TERMINAL SCORER,TERMINAL SCORER,0.6655783381755429
J. Butler III,2024-25,GSW,F,55.0,31.7,0.203,0.0041656438952716,-0.010320346699512614,64.66450216450217,21.32034632034632,TERMINAL SCORER,,0.4128741402480795
J. Jaquez Jr.,2023-24,MIA,G,75.0,28.2,0.181,0.0041044108980862,-0.021758078559303888,50.21645021645021,20.88744588744589,TERMINAL SCORER,,0.3982415377086367
P. Achiuwa,2022-23,TOR,F,55.0,20.7,0.19,0.0039545426821486,-0.010479174755014023,56.709956709956714,19.480519480519483,TERMINAL SCORER,,0.58877549163844
A. Wiggins,2023-24,GSW,F,71.0,27.0,0.206,0.0039178689057817,-0.023044694067983713,65.85497835497836,19.264069264069263,TERMINAL SCORER,,0.3179293823971313
C. Kispert,2023-24,WAS,F,80.0,25.8,0.191,0.0039145204448984,-0.02406317108122512,57.1969696969697,19.155844155844157,TERMINAL SCORER,,0.9801131904070182
L. Ball,2024-25,CHA,G,47.0,32.0,0.342,0.0038906856634457,-0.03608713392995041,99.35064935064936,18.939393939393938,TERMINAL SCORER,TERMINAL SCORER,0.4937986790190177
K. Middleton,2023-24,MIL,F,55.0,27.0,0.23,0.0038701802174463,-0.017511529024328325,75.37878787878788,18.83116883116883,TERMINAL SCORER,TERMINAL SCORER,0.8787470727765332
B. Hield,2023-24,PHI,G,84.0,25.7,0.186,0.0037392136584686,-0.009141165595505478,54.38311688311688,18.181818181818183,TERMINAL SCORER,,0.803581284669886
P. Washington,2024-25,DAL,F,57.0,32.2,0.198,0.003714840697759,-0.021034983801314473,61.58008658008658,17.64069264069264,TERMINAL SCORER,,0.19973151520554122
S. Curry,2022-23,BKN,G,61.0,19.8,0.188,0.0036768624664019,-0.011838474272615359,56.11471861471862,17.424242424242426,TERMINAL SCORER,,0.9627203950897093
N. Reid,2024-25,MIN,C-F,80.0,27.5,0.21,0.0036549543815387,-0.03035841073870152,67.8030303030303,17.316017316017316,TERMINAL SCORER,,0.8585911270023678
J. Grant,2022-23,POR,F,63.0,35.6,0.227,0.0036311577901742,-0.03720448218044783,74.24242424242425,17.20779220779221,TERMINAL SCORER,,0.7111947758945044
J. Williams,2023-24,OKC,G-F,71.0,31.3,0.232,0.0036082582872988,-0.007941714151845657,76.24458874458875,17.0995670995671,TERMINAL SCORER,TERMINAL SCORER,1.5734206245879176
C. Sexton,2022-23,UTA,G,48.0,23.9,0.23,0.0033842792912072,-0.014665886441456359,75.37878787878788,15.800865800865802,TERMINAL SCORER,TERMINAL SCORER,0.8442513907303724
Z. LaVine,2024-25,SAC,G,74.0,35.2,0.251,0.0033828184014533,-0.013094409095293306,83.38744588744589,15.69264069264069,TERMINAL SCORER,TERMINAL SCORER,1.496280065288745
G. Jackson,2023-24,MEM,F,48.0,25.7,0.238,0.0033520624860846,-0.015808109559437636,79.11255411255411,15.476190476190476,TERMINAL SCORER,TERMINAL SCORER,0.538542993590821
